Product: Custom Silver Necklace, Date: 2023-03-14, Sale Price: $71.22, Platform: Facebook, Likes: 85, Shares: 33, Comments: 28, Inquiries: 6,Sales: 3
Product: Decorative Beaded Bracelet, Date: 2023-04-26, Sale Price: $87.83, Platform: Facebook, Likes: 364, Shares: 30, Comments: 18, Inquiries: 7,Sales: 3
Product: Vintage Style Linen Dress, Date: 2023-04-02, Sale Price: $31.27, Platform: Twitter, Likes: 62, Shares: 89, Comments: 9, Inquiries: 2,Sales: 0
Product: Natural Stone Coaster Set, Date: 2023-05-13, Sale Price: $43.07, Platform: Instagram, Likes: 273, Shares: 52, Comments: 25, Inquiries: 10,Sales: 4
Product: Natural Stone Coaster Set, Date: 2023-03-05, Sale Price: $32.72, Platform: Instagram, Likes: 369, Shares: 35, Comments: 39, Inquiries: 9,Sales: 3
Product: Natural Stone Coaster Set, Date: 2023-03-16, Sale Price: $77.1, Platform: Facebook, Likes: 192, Shares: 30, Comments: 41, Inquiries: 16,Sales: 8
Product: Organic Cotton Scarf, Date: 2023-03-05, Sale Price: $70.46, Platform: Instagram, Likes: 217, Shares: 67, Comments: 20, Inquiries: 4,Sales: 1
Product: Eco-Friendly Bamboo Clock, Date: 2023-04-24, Sale Price: $91.16, Platform: Twitter, Likes: 491, Shares: 13, Comments: 44, Inquiries: 15,Sales: 3
Product: Natural Stone Coaster Set, Date: 2023-04-03, Sale Price: $96.55, Platform: Instagram, Likes: 317, Shares: 46, Comments: 35, Inquiries: 19,Sales: 7
Product: Natural Stone Coaster Set, Date: 2023-05-03, Sale Price: $71.86, Platform: Facebook, Likes: 381, Shares: 42, Comments: 36, Inquiries: 9,Sales: 4
Product: Vintage Style Linen Dress, Date: 2023-04-30, Sale Price: $47.67, Platform: Facebook, Likes: 292, Shares: 22, Comments: 7, Inquiries: 14,Sales: 7
Product: Handcrafted Wooden Bowl, Date: 2023-03-27, Sale Price: $35.53, Platform: Instagram, Likes: 456, Shares: 94, Comments: 18, Inquiries: 20,Sales: 8
Product: Personalized Leather Wallet, Date: 2023-05-17, Sale Price: $61.78, Platform: Instagram, Likes: 54, Shares: 27, Comments: 25, Inquiries: 2,Sales: 0
Product: Artisan Glass Earrings, Date: 2023-03-25, Sale Price: $43.6, Platform: Facebook, Likes: 429, Shares: 81, Comments: 49, Inquiries: 19,Sales: 9
Product: Natural Stone Coaster Set, Date: 2023-05-07, Sale Price: $71.63, Platform: Facebook, Likes: 140, Shares: 43, Comments: 18, Inquiries: 16,Sales: 8
Product: Natural Stone Coaster Set, Date: 2023-04-02, Sale Price: $45.25, Platform: Facebook, Likes: 372, Shares: 39, Comments: 23, Inquiries: 4,Sales: 2
Product: Natural Stone Coaster Set, Date: 2023-04-25, Sale Price: $21.97, Platform: Twitter, Likes: 378, Shares: 40, Comments: 17, Inquiries: 1,Sales: 0
Product: Personalized Leather Wallet, Date: 2023-05-11, Sale Price: $84.8, Platform: Facebook, Likes: 63, Shares: 12, Comments: 46, Inquiries: 4,Sales: 2
Product: Natural Stone Coaster Set, Date: 2023-03-19, Sale Price: $99.27, Platform: Facebook, Likes: 492, Shares: 56, Comments: 49, Inquiries: 9,Sales: 4
Product: Natural Stone Coaster Set, Date: 2023-03-29, Sale Price: $47.6, Platform: Instagram, Likes: 163, Shares: 40, Comments: 14, Inquiries: 8,Sales: 3
Product: Personalized Leather Wallet, Date: 2023-03-09, Sale Price: $90.73, Platform: Facebook, Likes: 112, Shares: 32, Comments: 16, Inquiries: 1,Sales: 0
Product: Organic Cotton Scarf, Date: 2023-03-18, Sale Price: $52.47, Platform: Instagram, Likes: 391, Shares: 41, Comments: 39, Inquiries: 9,Sales: 3
Product: Artisan Glass Earrings, Date: 2023-05-26, Sale Price: $72.66, Platform: Twitter, Likes: 317, Shares: 88, Comments: 24, Inquiries: 5,Sales: 1
Product: Decorative Beaded Bracelet, Date: 2023-05-21, Sale Price: $75.05, Platform: Facebook, Likes: 499, Shares: 24, Comments: 23, Inquiries: 8,Sales: 4
Product: Decorative Beaded Bracelet, Date: 2023-04-18, Sale Price: $21.03, Platform: Twitter, Likes: 470, Shares: 97, Comments: 22, Inquiries: 12,Sales: 2
Product: Vintage Style Linen Dress, Date: 2023-04-06, Sale Price: $60.39, Platform: Facebook, Likes: 481, Shares: 24, Comments: 45, Inquiries: 4,Sales: 2
Product: Artisan Glass Earrings, Date: 2023-03-20, Sale Price: $59.52, Platform: Instagram, Likes: 315, Shares: 83, Comments: 13, Inquiries: 14,Sales: 5
Product: Vintage Style Linen Dress, Date: 2023-05-10, Sale Price: $85.64, Platform: Twitter, Likes: 388, Shares: 92, Comments: 40, Inquiries: 2,Sales: 0
Product: Handmade Ceramic Vase, Date: 2023-03-02, Sale Price: $35.43, Platform: Facebook, Likes: 181, Shares: 35, Comments: 26, Inquiries: 6,Sales: 3
Product: Eco-Friendly Bamboo Clock, Date: 2023-03-01, Sale Price: $88.22, Platform: Twitter, Likes: 341, Shares: 59, Comments: 13, Inquiries: 18,Sales: 3
Product: Vintage Style Linen Dress, Date: 2023-05-14, Sale Price: $66.89, Platform: Facebook, Likes: 284, Shares: 74, Comments: 15, Inquiries: 12,Sales: 6
Product: Eco-Friendly Bamboo Clock, Date: 2023-03-30, Sale Price: $88.49, Platform: Twitter, Likes: 185, Shares: 76, Comments: 23, Inquiries: 11,Sales: 2
Product: Custom Silver Necklace, Date: 2023-05-25, Sale Price: $45.76, Platform: Twitter, Likes: 256, Shares: 38, Comments: 44, Inquiries: 8,Sales: 1
Product: Eco-Friendly Bamboo Clock, Date: 2023-04-04, Sale Price: $41.18, Platform: Instagram, Likes: 194, Shares: 76, Comments: 18, Inquiries: 3,Sales: 1
Product: Natural Stone Coaster Set, Date: 2023-03-15, Sale Price: $65.92, Platform: Facebook, Likes: 381, Shares: 75, Comments: 14, Inquiries: 9,Sales: 4
Product: Natural Stone Coaster Set, Date: 2023-03-27, Sale Price: $86.75, Platform: Instagram, Likes: 65, Shares: 58, Comments: 33, Inquiries: 5,Sales: 2
Product: Artisan Glass Earrings, Date: 2023-05-10, Sale Price: $98.34, Platform: Instagram, Likes: 446, Shares: 76, Comments: 11, Inquiries: 1,Sales: 0
Product: Organic Cotton Scarf, Date: 2023-05-09, Sale Price: $97.12, Platform: Instagram, Likes: 392, Shares: 99, Comments: 19, Inquiries: 10,Sales: 4
Product: Vintage Style Linen Dress, Date: 2023-05-08, Sale Price: $93.21, Platform: Facebook, Likes: 80, Shares: 17, Comments: 31, Inquiries: 2,Sales: 1
Product: Decorative Beaded Bracelet, Date: 2023-05-23, Sale Price: $79.13, Platform: Facebook, Likes: 89, Shares: 62, Comments: 22, Inquiries: 6,Sales: 3
Product: Natural Stone Coaster Set, Date: 2023-04-15, Sale Price: $71.19, Platform: Facebook, Likes: 189, Shares: 41, Comments: 10, Inquiries: 20,Sales: 10
Product: Personalized Leather Wallet, Date: 2023-03-21, Sale Price: $45.7, Platform: Twitter, Likes: 116, Shares: 55, Comments: 32, Inquiries: 13,Sales: 2
Product: Eco-Friendly Bamboo Clock, Date: 2023-05-25, Sale Price: $48.27, Platform: Instagram, Likes: 233, Shares: 62, Comments: 26, Inquiries: 12,Sales: 4
Product: Custom Silver Necklace, Date: 2023-05-13, Sale Price: $29.18, Platform: Instagram, Likes: 487, Shares: 74, Comments: 26, Inquiries: 4,Sales: 1
Product: Eco-Friendly Bamboo Clock, Date: 2023-05-20, Sale Price: $38.65, Platform: Facebook, Likes: 147, Shares: 73, Comments: 37, Inquiries: 14,Sales: 7
Product: Organic Cotton Scarf, Date: 2023-03-17, Sale Price: $93.54, Platform: Twitter, Likes: 265, Shares: 63, Comments: 19, Inquiries: 16,Sales: 3
Product: Personalized Leather Wallet, Date: 2023-04-04, Sale Price: $85.87, Platform: Instagram, Likes: 251, Shares: 80, Comments: 19, Inquiries: 8,Sales: 3
Product: Custom Silver Necklace, Date: 2023-05-20, Sale Price: $71.35, Platform: Facebook, Likes: 451, Shares: 77, Comments: 14, Inquiries: 1,Sales: 0
Product: Eco-Friendly Bamboo Clock, Date: 2023-03-06, Sale Price: $20.14, Platform: Twitter, Likes: 154, Shares: 91, Comments: 6, Inquiries: 16,Sales: 3
Product: Organic Cotton Scarf, Date: 2023-03-15, Sale Price: $68.02, Platform: Facebook, Likes: 335, Shares: 95, Comments: 11, Inquiries: 17,Sales: 8
Product: Natural Stone Coaster Set, Date: 2023-05-14, Sale Price: $90.16, Platform: Twitter, Likes: 116, Shares: 42, Comments: 16, Inquiries: 11,Sales: 2
Product: Decorative Beaded Bracelet, Date: 2023-05-25, Sale Price: $34.11, Platform: Twitter, Likes: 292, Shares: 29, Comments: 10, Inquiries: 6,Sales: 1
Product: Vintage Style Linen Dress, Date: 2023-03-04, Sale Price: $26.19, Platform: Instagram, Likes: 50, Shares: 61, Comments: 34, Inquiries: 4,Sales: 1
Product: Organic Cotton Scarf, Date: 2023-05-12, Sale Price: $85.72, Platform: Instagram, Likes: 116, Shares: 61, Comments: 6, Inquiries: 9,Sales: 3
Product: Personalized Leather Wallet, Date: 2023-04-18, Sale Price: $23.46, Platform: Twitter, Likes: 241, Shares: 20, Comments: 26, Inquiries: 19,Sales: 3
Product: Custom Silver Necklace, Date: 2023-03-14, Sale Price: $46.41, Platform: Instagram, Likes: 211, Shares: 16, Comments: 5, Inquiries: 20,Sales: 8
Product: Artisan Glass Earrings, Date: 2023-03-31, Sale Price: $95.41, Platform: Instagram, Likes: 264, Shares: 92, Comments: 17, Inquiries: 10,Sales: 4
Product: Custom Silver Necklace, Date: 2023-05-06, Sale Price: $47.39, Platform: Twitter, Likes: 109, Shares: 84, Comments: 40, Inquiries: 17,Sales: 3
Product: Artisan Glass Earrings, Date: 2023-03-28, Sale Price: $83.31, Platform: Instagram, Likes: 443, Shares: 96, Comments: 6, Inquiries: 14,Sales: 5
Product: Artisan Glass Earrings, Date: 2023-03-29, Sale Price: $90.03, Platform: Facebook, Likes: 111, Shares: 89, Comments: 37, Inquiries: 16,Sales: 8
Product: Custom Silver Necklace, Date: 2023-04-28, Sale Price: $76.21, Platform: Facebook, Likes: 220, Shares: 29, Comments: 9, Inquiries: 20,Sales: 10
Product: Personalized Leather Wallet, Date: 2023-04-21, Sale Price: $47.54, Platform: Instagram, Likes: 485, Shares: 57, Comments: 27, Inquiries: 6,Sales: 2
Product: Organic Cotton Scarf, Date: 2023-05-25, Sale Price: $39.64, Platform: Twitter, Likes: 295, Shares: 29, Comments: 42, Inquiries: 1,Sales: 0
Product: Personalized Leather Wallet, Date: 2023-05-09, Sale Price: $78.75, Platform: Facebook, Likes: 325, Shares: 94, Comments: 25, Inquiries: 16,Sales: 8
Product: Handmade Ceramic Vase, Date: 2023-04-18, Sale Price: $66.89, Platform: Twitter, Likes: 315, Shares: 82, Comments: 16, Inquiries: 1,Sales: 0
Product: Natural Stone Coaster Set, Date: 2023-05-08, Sale Price: $45.62, Platform: Facebook, Likes: 252, Shares: 64, Comments: 24, Inquiries: 6,Sales: 3
Product: Decorative Beaded Bracelet, Date: 2023-03-05, Sale Price: $47.47, Platform: Instagram, Likes: 234, Shares: 48, Comments: 11, Inquiries: 3,Sales: 1
Product: Eco-Friendly Bamboo Clock, Date: 2023-04-04, Sale Price: $88.7, Platform: Twitter, Likes: 383, Shares: 78, Comments: 20, Inquiries: 20,Sales: 4
Product: Natural Stone Coaster Set, Date: 2023-04-28, Sale Price: $34.36, Platform: Twitter, Likes: 272, Shares: 90, Comments: 26, Inquiries: 3,Sales: 0
Product: Personalized Leather Wallet, Date: 2023-05-02, Sale Price: $60.94, Platform: Instagram, Likes: 414, Shares: 61, Comments: 39, Inquiries: 4,Sales: 1
Product: Personalized Leather Wallet, Date: 2023-05-06, Sale Price: $29.8, Platform: Facebook, Likes: 465, Shares: 80, Comments: 15, Inquiries: 8,Sales: 4
Product: Decorative Beaded Bracelet, Date: 2023-04-29, Sale Price: $82.62, Platform: Twitter, Likes: 213, Shares: 40, Comments: 18, Inquiries: 18,Sales: 3
Product: Handmade Ceramic Vase, Date: 2023-05-27, Sale Price: $28.76, Platform: Facebook, Likes: 335, Shares: 26, Comments: 13, Inquiries: 11,Sales: 5
Product: Custom Silver Necklace, Date: 2023-05-08, Sale Price: $49.63, Platform: Instagram, Likes: 229, Shares: 100, Comments: 36, Inquiries: 8,Sales: 3
Product: Eco-Friendly Bamboo Clock, Date: 2023-04-19, Sale Price: $55.5, Platform: Twitter, Likes: 462, Shares: 19, Comments: 33, Inquiries: 0,Sales: 0
Product: Natural Stone Coaster Set, Date: 2023-03-27, Sale Price: $42.02, Platform: Instagram, Likes: 59, Shares: 94, Comments: 30, Inquiries: 13,Sales: 5
Product: Custom Silver Necklace, Date: 2023-05-02, Sale Price: $97.97, Platform: Instagram, Likes: 310, Shares: 39, Comments: 30, Inquiries: 3,Sales: 1
Product: Artisan Glass Earrings, Date: 2023-04-08, Sale Price: $91.25, Platform: Twitter, Likes: 148, Shares: 66, Comments: 5, Inquiries: 2,Sales: 0
Product: Decorative Beaded Bracelet, Date: 2023-04-03, Sale Price: $60.79, Platform: Twitter, Likes: 69, Shares: 63, Comments: 29, Inquiries: 12,Sales: 2
Product: Natural Stone Coaster Set, Date: 2023-03-03, Sale Price: $91.91, Platform: Instagram, Likes: 250, Shares: 72, Comments: 27, Inquiries: 17,Sales: 6
Product: Decorative Beaded Bracelet, Date: 2023-05-10, Sale Price: $24.89, Platform: Facebook, Likes: 262, Shares: 26, Comments: 42, Inquiries: 1,Sales: 0
Product: Handmade Ceramic Vase, Date: 2023-04-25, Sale Price: $71.94, Platform: Twitter, Likes: 365, Shares: 11, Comments: 32, Inquiries: 6,Sales: 1
Product: Decorative Beaded Bracelet, Date: 2023-05-28, Sale Price: $95.37, Platform: Instagram, Likes: 108, Shares: 11, Comments: 5, Inquiries: 14,Sales: 5
Product: Handcrafted Wooden Bowl, Date: 2023-03-20, Sale Price: $56.92, Platform: Instagram, Likes: 277, Shares: 78, Comments: 48, Inquiries: 3,Sales: 1
Product: Handmade Ceramic Vase, Date: 2023-04-20, Sale Price: $21.68, Platform: Instagram, Likes: 54, Shares: 42, Comments: 26, Inquiries: 6,Sales: 2
Product: Custom Silver Necklace, Date: 2023-04-22, Sale Price: $70.38, Platform: Twitter, Likes: 176, Shares: 67, Comments: 20, Inquiries: 13,Sales: 2
Product: Artisan Glass Earrings, Date: 2023-04-02, Sale Price: $35.18, Platform: Facebook, Likes: 481, Shares: 79, Comments: 22, Inquiries: 2,Sales: 1
Product: Handcrafted Wooden Bowl, Date: 2023-05-02, Sale Price: $21.44, Platform: Instagram, Likes: 73, Shares: 52, Comments: 18, Inquiries: 14,Sales: 5
Product: Artisan Glass Earrings, Date: 2023-03-06, Sale Price: $53.31, Platform: Facebook, Likes: 354, Shares: 27, Comments: 35, Inquiries: 7,Sales: 3
Product: Vintage Style Linen Dress, Date: 2023-05-12, Sale Price: $85.24, Platform: Instagram, Likes: 415, Shares: 75, Comments: 9, Inquiries: 15,Sales: 6
Product: Handcrafted Wooden Bowl, Date: 2023-04-02, Sale Price: $21.1, Platform: Facebook, Likes: 397, Shares: 26, Comments: 5, Inquiries: 10,Sales: 5
Product: Eco-Friendly Bamboo Clock, Date: 2023-04-21, Sale Price: $21.06, Platform: Twitter, Likes: 143, Shares: 91, Comments: 20, Inquiries: 0,Sales: 0
Product: Decorative Beaded Bracelet, Date: 2023-04-20, Sale Price: $27.75, Platform: Twitter, Likes: 370, Shares: 98, Comments: 50, Inquiries: 4,Sales: 0
Product: Natural Stone Coaster Set, Date: 2023-05-22, Sale Price: $76.4, Platform: Instagram, Likes: 182, Shares: 90, Comments: 28, Inquiries: 9,Sales: 3
Product: Handmade Ceramic Vase, Date: 2023-03-15, Sale Price: $30.83, Platform: Facebook, Likes: 496, Shares: 63, Comments: 10, Inquiries: 17,Sales: 8
Product: Eco-Friendly Bamboo Clock, Date: 2023-03-13, Sale Price: $89.39, Platform: Facebook, Likes: 216, Shares: 94, Comments: 36, Inquiries: 15,Sales: 7
Product: Natural Stone Coaster Set, Date: 2023-03-29, Sale Price: $77.96, Platform: Facebook, Likes: 89, Shares: 94, Comments: 9, Inquiries: 10,Sales: 5
Product: Decorative Beaded Bracelet, Date: 2023-03-30, Sale Price: $92.24, Platform: Twitter, Likes: 97, Shares: 84, Comments: 30, Inquiries: 17,Sales: 3
Product: Decorative Beaded Bracelet, Date: 2023-03-09, Sale Price: $64.9, Platform: Facebook, Likes: 447, Shares: 83, Comments: 46, Inquiries: 3,Sales: 1
Product: Custom Silver Necklace, Date: 2023-04-02, Sale Price: $25.79, Platform: Facebook, Likes: 334, Shares: 69, Comments: 22, Inquiries: 3,Sales: 1
Product: Artisan Glass Earrings, Date: 2023-05-10, Sale Price: $33.4, Platform: Facebook, Likes: 158, Shares: 10, Comments: 30, Inquiries: 8,Sales: 4
Product: Custom Silver Necklace, Date: 2023-04-17, Sale Price: $34.88, Platform: Facebook, Likes: 485, Shares: 50, Comments: 18, Inquiries: 5,Sales: 2
Product: Vintage Style Linen Dress, Date: 2023-04-09, Sale Price: $82.24, Platform: Twitter, Likes: 91, Shares: 65, Comments: 34, Inquiries: 19,Sales: 3
Product: Artisan Glass Earrings, Date: 2023-05-26, Sale Price: $42.19, Platform: Instagram, Likes: 80, Shares: 50, Comments: 36, Inquiries: 13,Sales: 5
Product: Vintage Style Linen Dress, Date: 2023-05-15, Sale Price: $52.55, Platform: Instagram, Likes: 314, Shares: 75, Comments: 9, Inquiries: 7,Sales: 2
Product: Eco-Friendly Bamboo Clock, Date: 2023-03-15, Sale Price: $22.81, Platform: Twitter, Likes: 225, Shares: 79, Comments: 20, Inquiries: 9,Sales: 1
Product: Organic Cotton Scarf, Date: 2023-03-15, Sale Price: $40.65, Platform: Facebook, Likes: 91, Shares: 20, Comments: 29, Inquiries: 14,Sales: 7
Product: Personalized Leather Wallet, Date: 2023-03-31, Sale Price: $71.3, Platform: Facebook, Likes: 483, Shares: 35, Comments: 26, Inquiries: 1,Sales: 0
Product: Decorative Beaded Bracelet, Date: 2023-04-12, Sale Price: $75.66, Platform: Facebook, Likes: 62, Shares: 65, Comments: 44, Inquiries: 13,Sales: 6
Product: Vintage Style Linen Dress, Date: 2023-04-08, Sale Price: $49.06, Platform: Instagram, Likes: 317, Shares: 33, Comments: 41, Inquiries: 19,Sales: 7
Product: Handcrafted Wooden Bowl, Date: 2023-03-03, Sale Price: $93.9, Platform: Twitter, Likes: 325, Shares: 11, Comments: 34, Inquiries: 0,Sales: 0
Product: Custom Silver Necklace, Date: 2023-03-30, Sale Price: $25.25, Platform: Twitter, Likes: 274, Shares: 24, Comments: 14, Inquiries: 9,Sales: 1
Product: Organic Cotton Scarf, Date: 2023-05-08, Sale Price: $40.61, Platform: Twitter, Likes: 273, Shares: 63, Comments: 46, Inquiries: 9,Sales: 1
Product: Eco-Friendly Bamboo Clock, Date: 2023-04-21, Sale Price: $53.27, Platform: Facebook, Likes: 87, Shares: 36, Comments: 38, Inquiries: 2,Sales: 1
Product: Decorative Beaded Bracelet, Date: 2023-04-26, Sale Price: $48.14, Platform: Instagram, Likes: 128, Shares: 66, Comments: 43, Inquiries: 14,Sales: 5
Product: Custom Silver Necklace, Date: 2023-03-05, Sale Price: $94.37, Platform: Twitter, Likes: 132, Shares: 53, Comments: 40, Inquiries: 13,Sales: 2
Product: Natural Stone Coaster Set, Date: 2023-03-28, Sale Price: $93.55, Platform: Facebook, Likes: 128, Shares: 38, Comments: 28, Inquiries: 6,Sales: 3
Product: Custom Silver Necklace, Date: 2023-04-18, Sale Price: $23.11, Platform: Instagram, Likes: 222, Shares: 77, Comments: 43, Inquiries: 8,Sales: 3
Product: Custom Silver Necklace, Date: 2023-05-23, Sale Price: $99.44, Platform: Instagram, Likes: 136, Shares: 23, Comments: 34, Inquiries: 8,Sales: 3
Product: Handcrafted Wooden Bowl, Date: 2023-05-17, Sale Price: $62.78, Platform: Instagram, Likes: 134, Shares: 92, Comments: 30, Inquiries: 14,Sales: 5
Product: Decorative Beaded Bracelet, Date: 2023-05-25, Sale Price: $92.31, Platform: Facebook, Likes: 184, Shares: 36, Comments: 35, Inquiries: 11,Sales: 5
Product: Handmade Ceramic Vase, Date: 2023-04-20, Sale Price: $48.76, Platform: Twitter, Likes: 359, Shares: 70, Comments: 33, Inquiries: 13,Sales: 2
Product: Natural Stone Coaster Set, Date: 2023-03-29, Sale Price: $21.79, Platform: Facebook, Likes: 314, Shares: 57, Comments: 40, Inquiries: 1,Sales: 0
Product: Eco-Friendly Bamboo Clock, Date: 2023-03-01, Sale Price: $31.12, Platform: Facebook, Likes: 175, Shares: 90, Comments: 32, Inquiries: 8,Sales: 4
Product: Handmade Ceramic Vase, Date: 2023-03-17, Sale Price: $80.21, Platform: Facebook, Likes: 449, Shares: 45, Comments: 43, Inquiries: 11,Sales: 5
Product: Custom Silver Necklace, Date: 2023-04-25, Sale Price: $98.36, Platform: Facebook, Likes: 244, Shares: 49, Comments: 24, Inquiries: 1,Sales: 0
Product: Vintage Style Linen Dress, Date: 2023-03-22, Sale Price: $86.47, Platform: Twitter, Likes: 70, Shares: 22, Comments: 23, Inquiries: 3,Sales: 0
Product: Personalized Leather Wallet, Date: 2023-04-16, Sale Price: $63.17, Platform: Facebook, Likes: 476, Shares: 18, Comments: 22, Inquiries: 1,Sales: 0
Product: Eco-Friendly Bamboo Clock, Date: 2023-03-24, Sale Price: $48.01, Platform: Facebook, Likes: 497, Shares: 45, Comments: 38, Inquiries: 19,Sales: 9
Product: Natural Stone Coaster Set, Date: 2023-04-22, Sale Price: $49.95, Platform: Twitter, Likes: 260, Shares: 40, Comments: 24, Inquiries: 4,Sales: 0
Product: Handmade Ceramic Vase, Date: 2023-03-14, Sale Price: $30.11, Platform: Twitter, Likes: 429, Shares: 41, Comments: 42, Inquiries: 0,Sales: 0
