Product,Date,Sale Price,Platform,Likes,Shares,Comments,Inquiries,Sales
Organic Cotton Scarf,2023-03-01,58.25,Facebook,300,18,10,3,1
Handcrafted Wooden Bowl,2023-03-22,53.58,Twitter,137,46,47,13,2
Vintage Style Linen Dress,2023-04-02,98.55,Facebook,204,70,24,10,5
Decorative Beaded Bracelet,2023-05-20,24.17,Facebook,129,69,33,17,8
Decorative Beaded Bracelet,2023-03-31,25.93,Twitter,332,42,41,6,1
Artisan Glass Earrings,2023-05-19,40.98,Twitter,285,95,13,14,2
Natural Stone Coaster Set,2023-05-14,56.61,Instagram,118,25,37,13,5
Handmade Ceramic Vase,2023-04-03,22.83,Facebook,310,69,41,0,0
Personalized Leather Wallet,2023-05-26,98.82,Twitter,137,61,19,19,3
Handcrafted Wooden Bowl,2023-03-11,76.81,Instagram,397,23,49,3,1
Handmade Ceramic Vase,2023-03-26,26.54,Instagram,79,41,19,7,2
Handmade Ceramic Vase,2023-04-20,27.26,Facebook,92,23,39,2,1
Organic Cotton Scarf,2023-04-19,89.55,Twitter,413,73,6,15,3
Vintage Style Linen Dress,2023-04-08,45.39,Facebook,92,53,20,4,2
Organic Cotton Scarf,2023-04-23,98.27,Twitter,220,94,40,10,2
Eco-Friendly Bamboo Clock,2023-03-20,24.4,Facebook,53,94,26,4,2
Organic Cotton Scarf,2023-05-04,85.24,Twitter,51,35,48,12,2
Personalized Leather Wallet,2023-03-15,84.92,Instagram,156,16,12,16,6
Personalized Leather Wallet,2023-04-21,35.24,Facebook,454,57,6,13,6
Organic Cotton Scarf,2023-04-05,69.64,Instagram,477,12,50,18,7
Personalized Leather Wallet,2023-04-29,95.97,Twitter,286,86,25,20,4
Custom Silver Necklace,2023-03-20,33.57,Twitter,190,89,23,12,2
Handcrafted Wooden Bowl,2023-03-31,93.58,Twitter,335,46,42,6,1
Handmade Ceramic Vase,2023-03-09,39.6,Facebook,481,39,20,20,10
Handcrafted Wooden Bowl,2023-03-26,42.35,Twitter,323,99,5,2,0
Handcrafted Wooden Bowl,2023-03-16,62.99,Twitter,190,19,25,11,2
Vintage Style Linen Dress,2023-03-21,56.56,Instagram,114,95,36,6,2
Personalized Leather Wallet,2023-05-03,58.28,Facebook,225,17,16,15,7
Eco-Friendly Bamboo Clock,2023-05-24,64.12,Twitter,408,17,34,10,2
Artisan Glass Earrings,2023-04-12,48.8,Facebook,488,93,13,17,8
Personalized Leather Wallet,2023-04-16,43.85,Instagram,312,96,10,14,5
Handcrafted Wooden Bowl,2023-03-13,29.83,Facebook,343,84,5,14,7
Decorative Beaded Bracelet,2023-03-10,72.71,Twitter,62,19,46,7,1
Personalized Leather Wallet,2023-05-30,81.27,Twitter,495,16,36,18,3
Decorative Beaded Bracelet,2023-03-11,31.58,Twitter,151,45,29,19,3
Personalized Leather Wallet,2023-04-29,74.71,Instagram,205,80,24,8,3
Eco-Friendly Bamboo Clock,2023-03-01,46.4,Instagram,164,69,42,14,5
Custom Silver Necklace,2023-04-13,95.94,Facebook,93,34,46,15,7
Eco-Friendly Bamboo Clock,2023-03-29,51.85,Instagram,61,11,22,10,4
Eco-Friendly Bamboo Clock,2023-04-10,45.73,Twitter,202,84,50,7,1
Natural Stone Coaster Set,2023-03-29,43.24,Facebook,251,97,43,17,8
Custom Silver Necklace,2023-04-24,81.15,Twitter,450,74,35,15,3
Handcrafted Wooden Bowl,2023-03-30,96.69,Facebook,154,95,5,18,9
Handmade Ceramic Vase,2023-03-27,40.57,Twitter,280,61,10,16,3
Vintage Style Linen Dress,2023-03-10,23.11,Instagram,77,32,35,20,8
Vintage Style Linen Dress,2023-04-21,21.5,Instagram,192,35,15,20,8
Eco-Friendly Bamboo Clock,2023-05-21,59.38,Twitter,258,42,50,20,4
Personalized Leather Wallet,2023-03-19,29.23,Twitter,208,16,10,13,2
Artisan Glass Earrings,2023-04-04,92.32,Twitter,93,23,26,16,3
Handmade Ceramic Vase,2023-03-16,90.42,Instagram,263,52,16,0,0
Decorative Beaded Bracelet,2023-04-19,59.83,Instagram,267,54,46,10,4
Eco-Friendly Bamboo Clock,2023-03-30,97.82,Instagram,184,29,14,8,3
Decorative Beaded Bracelet,2023-03-31,44.53,Instagram,175,50,44,12,4
Decorative Beaded Bracelet,2023-04-30,56.69,Instagram,462,64,19,3,1
Artisan Glass Earrings,2023-03-29,27.48,Instagram,229,59,11,12,4
Custom Silver Necklace,2023-05-30,72.28,Facebook,127,61,21,14,7
Handcrafted Wooden Bowl,2023-03-15,79.54,Twitter,348,64,42,10,2
Custom Silver Necklace,2023-03-24,42.66,Instagram,499,58,32,12,4
Vintage Style Linen Dress,2023-05-19,50.19,Facebook,416,15,44,6,3
Organic Cotton Scarf,2023-03-02,38.6,Facebook,291,52,27,19,9
Personalized Leather Wallet,2023-03-19,99.64,Twitter,149,100,25,12,2
Artisan Glass Earrings,2023-03-22,63.29,Facebook,117,21,20,20,10
Organic Cotton Scarf,2023-05-26,82.56,Instagram,266,72,22,7,2
Eco-Friendly Bamboo Clock,2023-04-02,91.02,Facebook,279,37,17,1,0
Handmade Ceramic Vase,2023-03-29,32.18,Facebook,104,51,6,12,6
Handcrafted Wooden Bowl,2023-04-21,32.14,Instagram,230,96,50,1,0
Decorative Beaded Bracelet,2023-04-29,46.75,Instagram,71,55,39,6,2
Natural Stone Coaster Set,2023-04-13,58.23,Facebook,473,34,48,8,4
Handcrafted Wooden Bowl,2023-05-09,68.68,Twitter,232,21,24,8,1
Handmade Ceramic Vase,2023-05-01,79.31,Instagram,256,21,17,13,5
Organic Cotton Scarf,2023-03-16,63.22,Instagram,353,60,16,0,0
Handcrafted Wooden Bowl,2023-04-18,59.09,Facebook,281,78,50,5,2
Handmade Ceramic Vase,2023-05-20,94.55,Facebook,285,49,43,14,7
Organic Cotton Scarf,2023-05-03,20.19,Facebook,334,72,33,19,9
Artisan Glass Earrings,2023-04-18,25.48,Instagram,191,37,14,3,1
Custom Silver Necklace,2023-03-15,64.34,Twitter,217,46,39,13,2
Decorative Beaded Bracelet,2023-04-07,94.14,Facebook,333,52,27,2,1
Personalized Leather Wallet,2023-03-10,48.11,Twitter,192,10,17,2,0
Vintage Style Linen Dress,2023-04-11,54.79,Facebook,301,28,8,3,1
Organic Cotton Scarf,2023-05-04,94.81,Twitter,94,29,40,12,2
Handmade Ceramic Vase,2023-04-18,75.22,Facebook,408,68,34,0,0
Handcrafted Wooden Bowl,2023-03-28,38.16,Twitter,145,97,27,9,1
Artisan Glass Earrings,2023-04-01,40.32,Instagram,284,36,17,14,5
Vintage Style Linen Dress,2023-05-17,46.67,Facebook,413,19,41,20,10
Personalized Leather Wallet,2023-03-20,48.99,Facebook,364,99,16,4,2
Vintage Style Linen Dress,2023-04-25,95.54,Facebook,448,36,47,8,4
Natural Stone Coaster Set,2023-04-07,65.71,Facebook,127,34,40,2,1
Eco-Friendly Bamboo Clock,2023-03-29,29.28,Facebook,389,14,42,3,1
Natural Stone Coaster Set,2023-03-28,53.28,Facebook,248,68,14,6,3
Handmade Ceramic Vase,2023-03-13,40.07,Instagram,185,80,19,1,0
Personalized Leather Wallet,2023-04-29,56.48,Twitter,182,43,34,16,3
Organic Cotton Scarf,2023-04-24,97.22,Facebook,351,53,24,1,0
Artisan Glass Earrings,2023-04-19,22.88,Instagram,229,56,40,5,2
Natural Stone Coaster Set,2023-03-04,92.44,Twitter,119,80,18,14,2
Custom Silver Necklace,2023-05-14,51.14,Instagram,106,33,27,15,6
Decorative Beaded Bracelet,2023-04-20,99.58,Twitter,326,23,11,9,1
Artisan Glass Earrings,2023-04-11,49.27,Facebook,164,54,30,8,4
Vintage Style Linen Dress,2023-05-06,30.61,Facebook,148,43,39,17,8
Organic Cotton Scarf,2023-05-12,65.66,Twitter,426,17,28,19,3
Handmade Ceramic Vase,2023-03-09,46.12,Instagram,251,24,27,6,2
Handmade Ceramic Vase,2023-03-19,23.03,Facebook,61,51,36,3,1
Handmade Ceramic Vase,2023-04-29,94.46,Twitter,192,54,23,10,2
Custom Silver Necklace,2023-03-21,69.79,Facebook,317,51,20,0,0
Handmade Ceramic Vase,2023-03-16,31.62,Instagram,205,39,6,3,1
Natural Stone Coaster Set,2023-03-17,34.0,Twitter,359,50,37,12,2
Personalized Leather Wallet,2023-04-12,56.82,Instagram,437,28,40,10,4
Natural Stone Coaster Set,2023-05-17,93.58,Facebook,304,78,18,0,0
Personalized Leather Wallet,2023-04-26,58.61,Instagram,198,74,48,4,1
Organic Cotton Scarf,2023-03-01,29.19,Instagram,336,72,18,1,0
Decorative Beaded Bracelet,2023-04-20,73.23,Twitter,229,50,20,12,2
Eco-Friendly Bamboo Clock,2023-05-02,51.29,Facebook,278,33,13,7,3
Personalized Leather Wallet,2023-05-05,84.42,Facebook,345,86,19,0,0
Handmade Ceramic Vase,2023-04-01,73.62,Twitter,392,23,40,12,2
Vintage Style Linen Dress,2023-05-22,48.61,Instagram,411,47,42,4,1
Eco-Friendly Bamboo Clock,2023-04-10,72.91,Twitter,369,77,28,16,3
Handmade Ceramic Vase,2023-05-30,69.62,Facebook,438,41,38,14,7
Custom Silver Necklace,2023-04-20,27.92,Facebook,406,47,38,13,6
Organic Cotton Scarf,2023-03-29,72.45,Facebook,109,88,21,19,9
Handmade Ceramic Vase,2023-03-11,37.79,Facebook,319,20,30,17,8
Personalized Leather Wallet,2023-03-16,93.22,Twitter,235,49,17,13,2
Organic Cotton Scarf,2023-03-23,67.46,Instagram,255,59,17,6,2
Personalized Leather Wallet,2023-04-25,77.59,Twitter,212,36,34,2,0
Eco-Friendly Bamboo Clock,2023-05-21,46.21,Instagram,427,62,45,11,4
Handmade Ceramic Vase,2023-03-29,99.7,Facebook,480,58,34,3,1
Eco-Friendly Bamboo Clock,2023-03-21,63.38,Facebook,168,20,11,13,6
Decorative Beaded Bracelet,2023-05-02,59.22,Instagram,426,83,21,10,4
Handmade Ceramic Vase,2023-04-03,74.7,Facebook,153,59,21,7,3
Organic Cotton Scarf,2023-05-17,68.71,Twitter,398,39,30,8,1
Decorative Beaded Bracelet,2023-05-08,99.83,Twitter,60,72,24,3,0
Handmade Ceramic Vase,2023-05-23,58.43,Twitter,379,23,11,19,3
Artisan Glass Earrings,2023-05-14,62.46,Twitter,253,26,31,10,2
Artisan Glass Earrings,2023-03-24,78.44,Instagram,190,39,29,5,2
Organic Cotton Scarf,2023-04-26,26.75,Facebook,139,60,28,2,1
Handcrafted Wooden Bowl,2023-04-15,68.5,Facebook,415,31,7,8,4
Artisan Glass Earrings,2023-05-15,85.74,Instagram,467,67,41,10,4
Handmade Ceramic Vase,2023-05-24,44.81,Instagram,329,43,17,7,2
Personalized Leather Wallet,2023-04-30,80.45,Instagram,423,19,18,7,2
Eco-Friendly Bamboo Clock,2023-04-18,55.38,Instagram,125,85,25,1,0
Custom Silver Necklace,2023-04-21,70.32,Facebook,396,70,40,14,7
Organic Cotton Scarf,2023-05-03,45.37,Instagram,359,90,42,16,6
Personalized Leather Wallet,2023-04-01,71.13,Facebook,351,70,43,1,0
Decorative Beaded Bracelet,2023-05-05,73.51,Twitter,116,73,13,2,0
Eco-Friendly Bamboo Clock,2023-04-24,25.09,Facebook,230,85,12,8,4
Personalized Leather Wallet,2023-03-08,48.88,Twitter,480,71,25,2,0
Artisan Glass Earrings,2023-05-24,40.15,Instagram,225,73,45,20,8
Artisan Glass Earrings,2023-05-04,74.77,Facebook,212,34,42,12,6
Handmade Ceramic Vase,2023-04-01,96.3,Facebook,311,61,27,9,4
Personalized Leather Wallet,2023-04-13,76.08,Twitter,261,83,13,1,0
Artisan Glass Earrings,2023-03-30,39.61,Twitter,311,52,19,17,3
Artisan Glass Earrings,2023-03-12,34.57,Twitter,367,88,9,13,2
Decorative Beaded Bracelet,2023-03-30,52.75,Twitter,446,100,16,7,1
Handmade Ceramic Vase,2023-05-07,85.9,Twitter,433,64,18,11,2
Artisan Glass Earrings,2023-03-18,29.17,Facebook,182,82,17,6,3
Vintage Style Linen Dress,2023-04-25,46.86,Instagram,177,88,15,20,8
Handcrafted Wooden Bowl,2023-04-28,36.07,Instagram,280,25,33,9,3
Vintage Style Linen Dress,2023-03-25,43.62,Facebook,274,71,13,18,9
Personalized Leather Wallet,2023-04-10,26.64,Facebook,363,25,49,19,9
Organic Cotton Scarf,2023-03-10,77.88,Facebook,445,47,47,19,9
Organic Cotton Scarf,2023-05-18,74.79,Facebook,157,49,11,5,2
Organic Cotton Scarf,2023-05-08,61.4,Twitter,398,74,24,5,1
Vintage Style Linen Dress,2023-03-21,60.87,Facebook,178,21,37,15,7
Handcrafted Wooden Bowl,2023-03-26,65.46,Instagram,159,89,32,19,7
Custom Silver Necklace,2023-04-21,40.91,Facebook,159,62,45,20,10
Eco-Friendly Bamboo Clock,2023-05-14,77.71,Instagram,168,93,30,13,5
Custom Silver Necklace,2023-05-11,61.49,Instagram,323,17,36,3,1
Natural Stone Coaster Set,2023-03-18,89.08,Facebook,184,81,13,10,5
Custom Silver Necklace,2023-04-16,91.06,Instagram,167,27,21,12,4
Decorative Beaded Bracelet,2023-05-19,39.82,Instagram,108,49,25,8,3
Vintage Style Linen Dress,2023-03-09,23.54,Twitter,75,67,43,14,2
Vintage Style Linen Dress,2023-03-05,43.54,Facebook,268,76,45,20,10
Artisan Glass Earrings,2023-04-15,20.88,Instagram,461,69,6,17,6
Natural Stone Coaster Set,2023-04-11,53.89,Facebook,483,16,36,0,0
Handmade Ceramic Vase,2023-05-16,21.58,Facebook,223,21,50,4,2
Organic Cotton Scarf,2023-05-18,66.4,Instagram,206,64,19,13,5
Natural Stone Coaster Set,2023-04-12,63.0,Facebook,324,94,13,5,2
Personalized Leather Wallet,2023-04-17,99.57,Instagram,264,87,8,19,7
Handcrafted Wooden Bowl,2023-05-24,44.44,Instagram,196,39,48,1,0
Artisan Glass Earrings,2023-05-03,31.1,Twitter,75,17,49,14,2
Artisan Glass Earrings,2023-04-24,91.74,Facebook,304,22,16,4,2
Personalized Leather Wallet,2023-04-06,38.08,Instagram,204,93,37,10,4
Organic Cotton Scarf,2023-04-17,22.92,Twitter,408,24,9,12,2
Vintage Style Linen Dress,2023-05-03,90.52,Facebook,93,72,33,19,9
Vintage Style Linen Dress,2023-05-11,27.17,Twitter,484,33,41,20,4
Decorative Beaded Bracelet,2023-05-22,52.87,Instagram,283,71,34,20,8
Custom Silver Necklace,2023-03-18,94.15,Twitter,461,92,49,8,1
Personalized Leather Wallet,2023-05-19,48.99,Facebook,411,48,15,2,1
Natural Stone Coaster Set,2023-03-03,49.45,Twitter,168,21,32,9,1
Decorative Beaded Bracelet,2023-03-03,52.63,Facebook,433,42,26,3,1
Eco-Friendly Bamboo Clock,2023-05-18,31.86,Twitter,460,71,47,4,0
Personalized Leather Wallet,2023-05-22,23.51,Instagram,387,31,35,1,0
Eco-Friendly Bamboo Clock,2023-05-08,49.82,Twitter,420,31,25,15,3
Personalized Leather Wallet,2023-05-05,39.0,Instagram,369,61,29,14,5
Natural Stone Coaster Set,2023-03-22,75.69,Twitter,342,88,24,14,2
Artisan Glass Earrings,2023-03-08,40.12,Facebook,82,96,10,19,9
Decorative Beaded Bracelet,2023-05-29,21.66,Facebook,341,24,44,10,5
Organic Cotton Scarf,2023-03-30,52.92,Instagram,276,12,46,5,2
Eco-Friendly Bamboo Clock,2023-04-12,51.89,Instagram,280,91,15,13,5
Vintage Style Linen Dress,2023-05-17,87.06,Twitter,357,11,45,16,3
Vintage Style Linen Dress,2023-04-11,79.57,Facebook,431,43,39,17,8
Decorative Beaded Bracelet,2023-05-27,22.54,Twitter,332,72,15,20,4
Organic Cotton Scarf,2023-05-29,84.98,Twitter,260,28,50,2,0
Natural Stone Coaster Set,2023-04-06,30.8,Facebook,443,65,18,0,0
Decorative Beaded Bracelet,2023-05-03,29.7,Twitter,204,75,40,16,3
Handcrafted Wooden Bowl,2023-04-02,23.45,Instagram,55,22,14,0,0
Custom Silver Necklace,2023-03-02,27.72,Instagram,417,37,15,13,5
Decorative Beaded Bracelet,2023-05-18,24.77,Twitter,235,13,26,13,2
Vintage Style Linen Dress,2023-04-29,87.23,Twitter,468,92,34,15,3
Artisan Glass Earrings,2023-04-05,69.87,Facebook,279,91,5,2,1
Natural Stone Coaster Set,2023-03-06,96.62,Facebook,491,19,28,16,8
Eco-Friendly Bamboo Clock,2023-05-23,72.61,Twitter,474,49,42,3,0
Natural Stone Coaster Set,2023-04-29,26.02,Instagram,144,91,46,1,0
Decorative Beaded Bracelet,2023-03-28,53.1,Facebook,293,89,34,6,3
Artisan Glass Earrings,2023-03-23,62.52,Instagram,499,79,34,20,8
Organic Cotton Scarf,2023-04-08,23.81,Facebook,260,24,25,13,6
Eco-Friendly Bamboo Clock,2023-04-19,59.46,Twitter,91,27,35,1,0
Vintage Style Linen Dress,2023-05-18,94.22,Instagram,160,18,12,4,1
Natural Stone Coaster Set,2023-04-16,75.38,Twitter,106,14,32,5,1
Natural Stone Coaster Set,2023-03-11,46.03,Facebook,396,70,48,4,2
Custom Silver Necklace,2023-04-17,86.0,Instagram,470,25,22,8,3
Personalized Leather Wallet,2023-03-03,38.51,Facebook,393,56,6,13,6
Handcrafted Wooden Bowl,2023-05-27,61.09,Instagram,257,100,41,0,0
Organic Cotton Scarf,2023-05-20,73.96,Instagram,348,12,32,19,7
